title,description,Genre,Actors,Poster,imdb_score,tags
The Chef Show,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.",Documentary,"Roy Choi, Jon Favreau",https://m.media-amazon.com/images/M/MV5BNzdlMmYxMTMtNDBmMy00Y2NjLWExMTQtOGMyM2EyYjI2ODE4XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,8.2,"Writer, director and food enthusiast Jon Favreau and chef Roy Choi explore food in and out of the kitchen with accomplished chefs and celebrity friends.SHOWDocumentaryUSRoy Choi, Jon Favreau"
Rise of Empires: Ottoman,Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.,"Documentary, Drama, History, War","Tommaso Basili, Selim Bayraktar, Birkan Sokullu, Cem Yigit Uzümoglu",https://m.media-amazon.com/images/M/MV5BODIyNGU3OGMtNzBiYi00YTA4LTkzNjItYzBjZDgwMDUyMDg1XkEyXkFqcGdeQXVyOTkzODAxNTE@._V1_SX300.jpg,7.9,"Ottoman Sultan Mehmed II wages an epic campaign to take the Byzantine capital of Constantinople and shapes the course of history for centuries.SHOWDocumentary, Drama, History, WarTRTommaso Basili, Selim Bayraktar, Birkan Sokullu, Cem Yigit Uzümoglu"
Biohackers,Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.,"Drama, Sci-Fi, Thriller","Luna Wedler, Thomas Prenn, Jessica Schwarz, Adrian Julius Tillmann",https://m.media-amazon.com/images/M/MV5BOWYxOWY4NzItNTkxOC00YzZhLWJhNTEtYTllZjQ3MGY5ZDUxXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,6.8,"Mia goes to medical school to get close to a professor she suspects had a hand in her past family tragedy and gets tangled in the world of biohacking.SHOWDrama, Sci-Fi, ThrillerDELuna Wedler, Thomas Prenn, Jessica Schwarz, Adrian Julius Tillmann"
Fear City: New York vs The Mafia,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.","Documentary, Crime","Joe Cantamessa, Jim Kossler, Johnny Alite, Michael Franzese",https://m.media-amazon.com/images/M/MV5BY2Q1NjhmNGYtMWFlMC00NDUxLWFlNWMtMDQ3NWMwMDNjZDc1XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,7.1,"New York City in the 1970s was ruled with a bloody fist by five mafia families, until a group of federal agents tried the unthinkable: taking them down.SHOWDocumentary, CrimeUSJoe Cantamessa, Jim Kossler, Johnny Alite, Michael Franzese"
Power Rangers Beast Morphers,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.","Action, Adventure, Drama, Sci-Fi, Thriller","Abraham Rodriguez, Rorrie D. Travis, Jacqueline Scislowski, Jasmeet Baduwalia",https://m.media-amazon.com/images/M/MV5BZjkxZjgzM2UtOWY3ZC00NjU1LTk0YzUtMjNkZTkzOTQwNmFiXkEyXkFqcGdeQXVyNzkyMDA5MTc@._V1_SX300.jpg,6.5,"Set in the future, a secret agency combines a newly discovered substance called ""Morph-X"" with animal DNA to create the Power Rangers Beast Morphers team. The Rangers must fight off an evil sentient computer virus bent on taking over the source of all Ranger power, the Morphin Grid itself.SHOWAction, Adventure, Drama, Sci-Fi, ThrillerESAbraham Rodriguez, Rorrie D. Travis, Jacqueline Scislowski, Jasmeet Baduwalia"
Capitani,"In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.","Crime, Drama, Mystery, Thriller","Sophie Mousel, Claude De Demo, Luc Schiltz, Joe Dennenwald",https://m.media-amazon.com/images/M/MV5BNGVjNzc3NWQtMTA0MC00NmQ2LTk2ODItZjc1MmNmN2ViOGJhXkEyXkFqcGdeQXVyMzg0MTIwNA@@._V1_SX300.jpg,6.6,"In a Luxembourg village where everyone is keeping secrets, gruff police inspector Luc Capitani investigates the suspicious death of a 15-year-old girl.SHOWCrime, Drama, Mystery, ThrillerLUSophie Mousel, Claude De Demo, Luc Schiltz, Joe Dennenwald"
Home for Christmas,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.","Comedy, Drama, Romance","Dennis Storhøi, Ida Elise Broch, Gabrielle Leithaug, Hege Schøyen",https://m.media-amazon.com/images/M/MV5BYTQ0NDI1ZmEtOTQ3MC00YTc3LTk4NGItOThhMjA4OGI4MzdjXkEyXkFqcGdeQXVyMTA0MjYzNzI5._V1_SX300.jpg,7.7,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.SHOWComedy, Drama, RomanceNODennis Storhøi, Ida Elise Broch, Gabrielle Leithaug, Hege Schøyen"
Quicksand,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.","Crime, Drama","Hanna Ardéhn, Anna Björk, Felix Sandman, David Dencik",https://m.media-amazon.com/images/M/MV5BOWZlZWVhMWUtYzZiZS00NzBjLWJlNTUtOTk2Y2U4NDllYzRkXkEyXkFqcGdeQXVyMjMyOTE1Mzc@._V1_SX300.jpg,7.5,"After a tragedy at a school sends shock waves through a wealthy Stockholm suburb, a seemingly well-adjusted teen finds herself on trial for murder.SHOWCrime, DramaSEHanna Ardéhn, Anna Björk, Felix Sandman, David Dencik"
"Sex, Explained","From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.",Documentary,Janelle Monáe,https://m.media-amazon.com/images/M/MV5BZTRhNTUzNTEtOGYxNy00OTNlLTkwMjktNzg0ZjJhYjI0YjY2XkEyXkFqcGdeQXVyNjUxMjc1OTM@._V1_SX300.jpg,6.9,"From the biology of attraction to the history of birth control, explore the ins and outs of sex in this entertaining and enlightening series.SHOWDocumentaryUSJanelle Monáe"
Exhibit A,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.","Crime, Horror, Thriller","Bradley Cole, Brittany Ashworth, Angela Forrest, Oliver Lee",https://m.media-amazon.com/images/M/MV5BMTgxMzU0NDYzMl5BMl5BanBnXkFtZTcwNzM2OTIwMw@@._V1_SX300.jpg,6.3,"It centers on disgraced former prosecutor, Andrew Cho, whose career is sabotaged by the corrupt power brokers he's working to take down. But in losing everything, Andrew discovers something new: a life of purpose.SHOWCrime, Horror, ThrillerUSBradley Cole, Brittany Ashworth, Angela Forrest, Oliver Lee"
Itaewon Class,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.","Drama, Romance","Yoo Jae-Myung, Park Seo-Joon, Kim Da-Mi, Nara",https://m.media-amazon.com/images/M/MV5BODY1NWE2OTctOTU5MC00NTlmLWI2MzktMmYzMTUzYjk4YjEzXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,8.2,"In a colorful Seoul neighborhood, an ex-con and his friends fight a mighty foe to make their ambitious dreams for their street bar a reality.SHOWDrama, RomanceKRYoo Jae-Myung, Park Seo-Joon, Kim Da-Mi, Nara"
Turn Up Charlie,A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.,Comedy,"Shaheen Ramdiane, Piper Perabo, Idris Elba, Frankie Hervey",https://m.media-amazon.com/images/M/MV5BZGFiYmI3ODgtMWU3NC00MzM2LTk2ZjgtMGI0MjFjMjk1MmJjXkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_SX300.jpg,7.1,"A down-and-out DJ plots to rebuild his music career while working as a nanny for his famous best friend's wild 11-year-old daughter.SHOWComedyGBShaheen Ramdiane, Piper Perabo, Idris Elba, Frankie Hervey"
The Disappearance of Madeleine McCann,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.","Documentary, Crime","Robbyn Swan, Anthony Summers, Jim Gamble, Gonçalo Amaral",https://m.media-amazon.com/images/M/MV5BMWYzYTZlN2UtODYzNC00ZWU3LWE0NTUtZDE0OWZkZmFkZjcxXkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_SX300.jpg,6.6,"The documentary takes a detailed look at the disappearance of 3-year-old Madeleine McCann, who vanished while on holiday with her family.SHOWDocumentary, CrimeGBRobbyn Swan, Anthony Summers, Jim Gamble, Gonçalo Amaral"
Detention,"During the period of martial law in 1960s Taiwan, some teachers and students from Cui Hua High School were arrested for possessing banned books. A female student fell to her death and rumors spread of a ghost haunting the campus. Thirty years later, the draconian culture of the school remains unchanged as a new transfer student uncovers the dark secrets behind the school’s haunting.","Comedy, Horror, Mystery, Sci-Fi, Thriller","Julie Dolan, Shanley Caswell, Alison Woods, Logan Stalarow",https://m.media-amazon.com/images/M/MV5BNDgwOWMzYWItNDAxZS00ZDZmLTk1ZjEtNTE2NGRkYjJmYWNlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,6.3,"During the period of martial law in 1960s Taiwan, some teachers and students from Cui Hua High School were arrested for possessing banned books. A female student fell to her death and rumors spread of a ghost haunting the campus. Thirty years later, the draconian culture of the school remains unchanged as a new transfer student uncovers the dark secrets behind the school’s haunting.SHOWComedy, Horror, Mystery, Sci-Fi, ThrillerTWJulie Dolan, Shanley Caswell, Alison Woods, Logan Stalarow"
Abyss,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.","Comedy, Fantasy, Romance","Ahn Hyo-Seop, Lee Si-eon, Park Bo-Young, Sung-Jae Lee",https://m.media-amazon.com/images/M/MV5BNWNlZjRlZmQtMzU1Zi00OWU4LWJjNzYtNGQ4YTExN2ZjYzM5XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,7.1,"After meeting an untimely demise in separate incidents, Cha Min and Go Se-yeon discover they’ve come back to life in new bodies they don’t recognize.SHOWComedy, Fantasy, RomanceKRAhn Hyo-Seop, Lee Si-eon, Park Bo-Young, Sung-Jae Lee"
The Trials of Gabriel Fernandez,A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.,"Documentary, Crime","Wyatt Hinz, William Guirola",https://m.media-amazon.com/images/M/MV5BM2JjMmIzOWUtNGM1Mi00MTVjLTllYzctZTJlNjBjZjZlNzhkXkEyXkFqcGdeQXVyMTkxMzMyMTI@._V1_SX300.jpg,8.1,"A boy’s brutal murder and the public trials of his guardians and social workers prompt questions about the system’s protection of vulnerable children.SHOWDocumentary, CrimeUSWyatt Hinz, William Guirola"
Spinning Out,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.","Drama, Sport","Willow Shields, January Jones, Evan Roderick, Kaya Scodelario",https://m.media-amazon.com/images/M/MV5BNzc1MjM5ODgtZGNlYy00ZjhjLTk3MGItYTJiZWMwYWNkOWY0XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,7.6,"Kat Baker is an up-and-coming, high-level single skater who is about to turn in her skates after a disastrous fall. When Kat seizes an opportunity to continue her career as a pair skater with a talented bad-boy partner, she risks exposing a fiercely kept secret that could unravel her entire life.SHOWDrama, SportUSWillow Shields, January Jones, Evan Roderick, Kaya Scodelario"
The Bonfire of Destiny,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.","Drama, History","Gilbert Melki, Camille Lou, Julie De Bona, Audrey Fleurot",https://m.media-amazon.com/images/M/MV5BNDQ5YzA1NjYtNmYxMy00MDU4LTk0OGMtZGE3MmJiNGZlY2Q3XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,7.6,"After a devastating fire in 1897 Paris, three women find their lives upended by betrayal, deception, and romantic turmoil. Inspired by real events.SHOWDrama, HistoryFRGilbert Melki, Camille Lou, Julie De Bona, Audrey Fleurot"
High Seas,Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.,"Crime, Drama, Mystery","Eloy Azorín, Alejandra Onieva, Ivana Baquero, Jon Kortajarena",https://m.media-amazon.com/images/M/MV5BYTE1ZTFmMGMtODcyOS00NDIzLTg3NzQtMDk1ZmRmZmZkNDAzXkEyXkFqcGdeQXVyMTM2Mzg4MA@@._V1_SX300.jpg,6.8,"Two sisters discover disturbing family secrets after a string of mysterious deaths occur on a luxury ship traveling from Spain to Brazil in the 1940s.SHOWCrime, Drama, MysteryESEloy Azorín, Alejandra Onieva, Ivana Baquero, Jon Kortajarena"
Julie and the Phantoms,Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.,"Comedy, Family, Fantasy, Musical","Madison Reyes, Owen Joyner, Charlie Gillespie, Jeremy Shada",https://m.media-amazon.com/images/M/MV5BMGJiYjIyZDItNDc3Ny00ZWRjLWI2ZTctZGRmZmRmNDYzNTk1XkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_SX300.jpg,8.4,"Teenage Julie finds her passion for music and life while helping the Phantoms -- a trio of ghostly guys -- become the band they were never able to be.SHOWComedy, Family, Fantasy, MusicalUSMadison Reyes, Owen Joyner, Charlie Gillespie, Jeremy Shada"
The Uncanny Counter,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.","Action, Fantasy, Horror, Mystery","Se-Jeong Kim, Byeong-gyu Jo, Yeom Hye-ran, Joon-Sang Yoo",https://m.media-amazon.com/images/M/MV5BOTk5NmIxNTgtNWRjYS00OWQ4LTlhOTctOGU0NzlkODQ3Zjg2XkEyXkFqcGdeQXVyNDY5MjMyNTg@._V1_SX300.jpg,8.0,"A group of supernatural demon hunters known as ""Counters,"" each with unique abilities, disguise themselves as employees of a noodle restaurant, while tracking down evil spirits that terrorize the mortal world.SHOWAction, Fantasy, Horror, MysteryKRSe-Jeong Kim, Byeong-gyu Jo, Yeom Hye-ran, Joon-Sang Yoo"
V Wars,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.","Drama, Horror, Sci-Fi","Kyle Breitkopf, Jacky Lai, Ian Somerhalder, Adrian Holmes",https://m.media-amazon.com/images/M/MV5BMTk4MjIxNzM4Nl5BMl5BanBnXkFtZTgwNTYyNzA2NjM@._V1_SX300.jpg,6.1,"After a mysterious disease begins transforming people into vampires, Dr. Luther Swann is pitted against his best friend, now a powerful vampire leader.SHOWDrama, Horror, Sci-FiUSKyle Breitkopf, Jacky Lai, Ian Somerhalder, Adrian Holmes"
The Naked Director,Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.,"Biography, Drama","Tetsuji Tamayama, Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita",https://m.media-amazon.com/images/M/MV5BMGE1Nzk3MWItMGRhNS00NTQ2LTgzMGMtODFiMGE4MTRmODU5XkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,7.7,"Follows the story of Toru Muranishi's unusual and dramatic life filled with big ambitions as well as spectacular setbacks in his attempt to turn Japan's porn industry on its head.SHOWBiography, DramaJPTetsuji Tamayama, Takayuki Yamada, Shinnosuke Mitsushima, Misato Morita"
The Baby-Sitters Club,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.","Comedy, Drama, Family","Bre Blair, Larisa Oleynik, Schuyler Fisk, Rachael Leigh Cook",https://m.media-amazon.com/images/M/MV5BZDAyNzZkOTgtNjE3OS00ZDdlLTgxMzQtYzJhYWViNDk2YzFjL2ltYWdlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,7.3,"In this contemporary take on the beloved book series, five best friends launch a baby-sitting business that's big on fun and adventure.SHOWComedy, Drama, FamilyUSBre Blair, Larisa Oleynik, Schuyler Fisk, Rachael Leigh Cook"
Persona,An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.,"Comedy, Romance","Leticia Dolera, Manuel Burque, Silvia Munt, Jordi Llodrà",https://images-na.ssl-images-amazon.com/images/M/MV5BOTcwMjYwNzc4Ml5BMl5BanBnXkFtZTgwNDIyNjc0NjE@._V1_SX300.jpg,6.6,"An exploration of different personas in an eclectic collection of four works by critically acclaimed Korean directors.SHOWComedy, RomanceKRLeticia Dolera, Manuel Burque, Silvia Munt, Jordi Llodrà"
